"","when","pacoVersion","experimentId","experimentVersion","actionTriggerId","actionId","actionSpecId","responseTime","scheduledTime","timeZone","presence","task","clarity","calm","tiredness","Form Duration","joined","schedule"
"16","2016/12/25 17:59:45+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-25 17:59:42,2016-12-25 17:42:00,"+02:00",2,NA,4,4.25,8.5,30,NA,NA
"17","2016/12/25 16:06:57+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-25 16:06:52,2016-12-25 16:06:00,"+02:00",2,6,5,4.75,5.75,36,NA,NA
"18","2016/12/25 14:59:20+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-25 14:59:17,2016-12-25 14:53:00,"+02:00",1,3,5.25,4.75,7.5,31,NA,NA
"19","2016/12/25 14:11:31+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-25 14:11:27,2016-12-25 14:08:00,"+02:00",2,NA,5.25,4.75,7,76,NA,NA
"20","2016/12/25 13:01:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-25 13:01:00,2016-12-25 12:43:00,"+02:00",1,6,5.25,4.5,6,41,NA,NA
"21","2016/12/25 10:57:46+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-25 10:57:41,2016-12-25 10:44:00,"+02:00",2,5,5,4.75,5.25,81,NA,NA
"22","2016/12/25 09:37:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-25 09:36:54,2016-12-25 09:33:00,"+02:00",2,1,5.25,4.75,5.25,100,NA,NA
"23","2016/12/24 19:33:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-24 19:03:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"24","2016/12/24 18:28:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-24 17:58:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"25","2016/12/24 16:10:00+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-24 16:09:57,2016-12-24 15:52:00,"+02:00",2,4,4.75,4.75,5.75,25,NA,NA
"26","2016/12/24 14:53:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-24 14:52:59,2016-12-24 14:44:00,"+02:00",2,5,4.5,4.5,6,35,NA,NA
"27","2016/12/24 13:34:09+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-24 13:34:06,2016-12-24 13:29:00,"+02:00",2,4,4.75,4.75,5.5,47,NA,NA
"28","2016/12/24 11:43:52+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-24 11:43:48,2016-12-24 11:38:00,"+02:00",1,3,4.75,4.25,7.25,22,NA,NA
"29","2016/12/24 11:00:22+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-24 11:00:20,2016-12-24 10:33:00,"+02:00",1,1,4.25,4.75,7.75,53,NA,NA
"30","2016/12/24 10:17:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-24 09:47:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"31","2016/12/23 20:47:37+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-23 20:01:32,2016-12-23 19:51:00,"+02:00",2,4,4.75,4,6,35,NA,NA
"32","2016/12/23 17:38:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-23 17:08:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"33","2016/12/23 16:51:02+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-23 16:21:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"34","2016/12/23 15:35:47+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-23 15:35:45,2016-12-23 15:29:00,"+02:00",2,5,5.25,4.75,6.25,22,NA,NA
"35","2016/12/23 13:11:42+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-23 13:11:38,2016-12-23 13:02:00,"+02:00",2,4,6.25,4.75,5.5,41,NA,NA
"36","2016/12/23 12:26:01+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-23 11:56:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"37","2016/12/23 11:21:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-23 10:51:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"38","2016/12/23 09:17:07+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-23 08:47:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"39","2016/12/22 19:42:06+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-22 19:12:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"40","2016/12/22 18:01:31+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-22 18:01:24,2016-12-22 17:51:00,"+02:00",2,2,5.25,4.25,7.5,22,NA,NA
"41","2016/12/22 16:58:08+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-22 16:28:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"42","2016/12/22 15:24:21+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-22 15:24:12,2016-12-22 15:23:00,"+02:00",2,5,5.25,4.75,4.75,66,NA,NA
"43","2016/12/22 13:27:07+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-22 12:57:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"44","2016/12/22 11:58:08+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-22 11:28:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"45","2016/12/22 10:19:49+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-22 10:19:41,2016-12-22 10:04:00,"+02:00",2,5,5.25,4,5.25,133,NA,NA
"46","2016/12/22 09:06:02+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-22 09:05:54,2016-12-22 09:02:00,"+02:00",2,NA,4.5,3.75,7.25,77,NA,NA
"47","2016/12/21 18:37:11+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-21 18:37:06,2016-12-21 18:34:00,"+02:00",2,2,5.25,4.75,5.5,21,NA,NA
"48","2016/12/21 18:12:21+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-21 18:12:16,2016-12-21 17:46:00,"+02:00",2,5,5.5,5,4.75,19,NA,NA
"49","2016/12/21 17:30:07+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-21 17:00:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"50","2016/12/21 15:11:01+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-21 15:10:57,2016-12-21 15:08:00,"+02:00",2,1,4.75,4.75,6.25,63,NA,NA
"51","2016/12/21 14:38:07+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-21 14:08:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"52","2016/12/21 12:35:31+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-21 12:02:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"53","2016/12/21 11:13:06+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-21 11:13:00,2016-12-21 11:10:00,"+02:00",2,5,5.25,4.75,5.75,30,NA,NA
"54","2016/12/21 09:44:24+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-21 09:44:17,2016-12-21 09:41:00,"+02:00",2,3,4.75,4.75,7.75,41,NA,NA
"55","2016/12/20 19:22:06+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-20 18:52:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"56","2016/12/20 18:06:06+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-20 17:36:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"57","2016/12/20 18:06:06+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-20 16:27:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"58","2016/12/20 15:57:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-20 15:27:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"59","2016/12/20 14:21:55+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-20 14:21:50,2016-12-20 14:02:00,"+02:00",2,2,5.25,4.25,7,132,NA,NA
"60","2016/12/20 12:48:33+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-20 12:48:26,2016-12-20 12:39:00,"+02:00",2,4,5.5,4.25,5.25,35,NA,NA
"61","2016/12/20 10:52:06+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-20 10:22:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"62","2016/12/20 09:09:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-20 08:39:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"63","2016/12/19 19:12:51+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-19 19:12:47,2016-12-19 19:11:00,"+02:00",2,5,5.25,4.5,4.75,39,NA,NA
"64","2016/12/19 18:43:53+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-19 18:43:49,2016-12-19 18:22:00,"+02:00",2,4,5.5,4.75,6,46,NA,NA
"65","2016/12/19 17:07:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-19 16:37:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"66","2016/12/19 15:56:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-19 15:26:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"67","2016/12/19 14:41:07+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-19 14:11:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"68","2016/12/19 12:35:57+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-19 12:35:51,2016-12-19 12:33:00,"+02:00",2,5,5.75,4.75,6,27,NA,NA
"69","2016/12/19 11:12:33+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-19 11:12:30,NA,"+02:00",2,4,5,5.25,6.25,41,NA,NA
"70","2016/12/19 11:12:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-19 10:42:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"71","2016/12/19 09:34:10+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-19 09:34:03,2016-12-19 09:33:00,"+02:00",2,5,4.75,4,5.75,33,NA,NA
"72","2016/12/18 19:56:01+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-18 19:26:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"73","2016/12/18 19:00:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-18 18:30:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"74","2016/12/18 17:32:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-18 17:02:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"75","2016/12/18 15:44:53+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-18 15:44:50,2016-12-18 15:34:00,"+02:00",2,2,5.5,4.5,5.75,36,NA,NA
"76","2016/12/18 14:39:02+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-18 14:09:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"77","2016/12/18 12:47:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-18 12:47:00,2016-12-18 12:29:00,"+02:00",2,2,4.75,4.5,5.5,50,NA,NA
"78","2016/12/18 11:48:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-18 11:18:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"79","2016/12/18 09:22:51+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-18 09:22:46,2016-12-18 08:58:00,"+02:00",2,1,4.75,4.5,6.5,33,NA,NA
"80","2016/12/17 20:25:07+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-17 19:55:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"81","2016/12/17 18:31:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-17 18:01:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"82","2016/12/17 16:57:02+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-17 16:27:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"83","2016/12/17 14:37:37+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-17 14:37:33,2016-12-17 14:37:00,"+02:00",2,5,4.5,4.25,7.5,27,NA,NA
"84","2016/12/17 13:54:54+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-17 13:54:51,2016-12-17 13:44:00,"+02:00",2,5,4.5,2.5,7.25,41,NA,NA
"85","2016/12/17 12:57:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-17 12:27:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"86","2016/12/17 11:27:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-17 10:57:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"87","2016/12/17 08:51:35+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-17 08:51:32,2016-12-17 08:44:00,"+02:00",2,5,5.25,3.5,5.5,59,NA,NA
"88","2016/12/16 20:04:06+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-16 19:34:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"89","2016/12/16 18:48:06+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-16 18:18:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"90","2016/12/16 17:15:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-16 16:45:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"91","2016/12/16 15:44:29+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-16 15:44:23,2016-12-16 15:17:00,"+02:00",2,5,5.25,4.5,6.25,40,NA,NA
"92","2016/12/16 14:14:47+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-16 14:14:40,2016-12-16 14:13:00,"+02:00",2,1,5.25,4.5,6,18,NA,NA
"93","2016/12/16 12:48:10+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-16 12:48:05,2016-12-16 12:34:00,"+02:00",2,2,5.25,4.5,6,25,NA,NA
"94","2016/12/16 10:30:56+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-16 10:30:50,2016-12-16 10:18:00,"+02:00",2,1,5.5,4.5,6.25,31,NA,NA
"95","2016/12/16 09:33:07+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-16 09:33:02,2016-12-16 09:31:00,"+02:00",2,3,4.75,4.5,5.25,116,NA,NA
"96","2016/12/15 19:07:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-15 18:37:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"97","2016/12/15 17:38:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-15 17:08:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"98","2016/12/15 16:18:32+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-15 16:18:28,2016-12-15 16:08:00,"+02:00",2,5,5.25,4.5,5.25,615,NA,NA
"99","2016/12/15 15:16:12+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-15 15:16:06,2016-12-15 15:08:00,"+02:00",3,2,4.75,4.5,7,40,NA,NA
"100","2016/12/15 14:14:27+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-15 14:14:20,2016-12-15 14:09:00,"+02:00",2,2,5.25,4.5,7,84,NA,NA
"101","2016/12/15 12:30:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-15 12:00:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"102","2016/12/15 11:18:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-15 10:48:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"103","2016/12/15 10:07:51+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-15 10:07:46,2016-12-15 09:46:00,"+02:00",2,4,6.25,4.75,5.5,166,NA,NA
"104","2016/12/14 19:50:18+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-14 19:50:14,2016-12-14 19:27:00,"+02:00",2,4,4.75,4.5,6,69,NA,NA
"105","2016/12/14 18:48:02+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-14 18:18:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"106","2016/12/14 16:23:47+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-14 16:23:42,2016-12-14 16:19:00,"+02:00",2,5,4.75,4.5,6.25,20,NA,NA
"107","2016/12/14 14:56:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-14 14:26:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"108","2016/12/14 13:07:59+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-14 13:07:55,2016-12-14 12:57:00,"+02:00",2,2,5.25,4.75,5.5,306,NA,NA
"109","2016/12/14 11:29:21+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-14 11:29:18,2016-12-14 11:27:00,"+02:00",2,1,5.5,5,5.75,31,NA,NA
"110","2016/12/14 10:45:23+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-14 10:45:17,2016-12-14 10:23:00,"+02:00",2,5,5.5,5,5.5,35,NA,NA
"111","2016/12/14 09:42:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-14 09:12:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"112","2016/12/13 21:28:51+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-13 19:11:41,2016-12-13 19:10:00,"+02:00",2,1,5,4.75,5.75,23,NA,NA
"113","2016/12/13 17:30:16+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-13 17:30:10,2016-12-13 17:19:00,"+02:00",2,4,5.5,4.5,5.5,23,NA,NA
"114","2016/12/13 16:17:40+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-13 16:17:36,2016-12-13 16:17:00,"+02:00",1,2,5.5,4.75,5.5,30,NA,NA
"115","2016/12/13 15:33:15+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-13 15:33:09,2016-12-13 15:17:00,"+02:00",2,2,5.25,4.75,6.25,25,NA,NA
"116","2016/12/13 14:13:40+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-13 14:13:36,2016-12-13 13:57:00,"+02:00",2,NA,5.25,4.75,5,93,NA,NA
"117","2016/12/13 12:43:49+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-13 12:43:42,2016-12-13 12:23:00,"+02:00",2,2,5.5,5,4.75,21,NA,NA
"118","2016/12/13 11:29:06+0000","4.2.25",6650267138260992,10,0,0,0,2016-12-13 11:29:02,NA,"+02:00",2,4,5.5,5.25,4.75,61,NA,NA
"119","2016/12/13 11:19:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-13 10:49:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"120","2016/12/13 09:29:40+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-13 09:29:34,2016-12-13 09:17:00,"+02:00",2,5,5,4.25,5.75,48,NA,NA
"121","2016/12/12 19:21:04+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-12 18:51:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"122","2016/12/12 18:22:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-12 17:52:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"123","2016/12/12 17:18:06+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-12 16:48:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"124","2016/12/12 14:47:10+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-12 14:47:06,2016-12-12 14:41:00,"+02:00",2,2,4.75,4.5,6.25,30,NA,NA
"125","2016/12/12 14:24:12+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-12 14:24:10,NA,"+02:00",2,NA,5.25,4.25,5.5,73,NA,NA
"126","2016/12/12 14:23:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-12 13:53:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"127","2016/12/12 12:19:03+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-12 11:49:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"128","2016/12/12 11:08:05+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-12 10:38:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"129","2016/12/12 10:05:41+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-12 10:05:36,2016-12-12 09:43:00,"+02:00",2,4,5.5,4.5,5.5,31,NA,NA
"130","2016/12/11 19:36:54+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-11 19:36:51,2016-12-11 19:35:00,"+02:00",3,8,5.25,4.25,5.75,48,NA,NA
"131","2016/12/11 18:44:02+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,NA,2016-12-11 18:14:00,"+02:00",NA,NA,NA,NA,NA,NA,NA,NA
"132","2016/12/11 17:12:39+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-11 17:12:34,2016-12-11 17:01:00,"+02:00",2,5,5,4.25,5.25,70,NA,NA
"133","2016/12/11 15:41:08+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-11 15:41:05,2016-12-11 15:38:00,"+02:00",3,2,5.5,4.75,5.25,35,NA,NA
"134","2016/12/11 14:38:42+0000","4.2.25",6650267138260992,10,1479161737116,1479161737117,1479161737118,2016-12-11 14:38:38,2016-12-11 14:12:00,"+02:00",3,2,5.5,4.75,6,165,NA,NA
